21 - Adjusted net enrolment rate in primary education by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Female,99.29,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Male,98.69,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Both sexes,98.98,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Both sexes,99.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Both sexes,99.68,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2004,Female,94.22,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2004,Male,97.38,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2004,Both sexes,95.84,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2006,Both sexes,98.79,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2011,Both sexes,99.83,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),1997,Female,91.15,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),1997,Male,95.12,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),1997,Both sexes,93.17,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2002,Female,91.24,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2002,Male,95.47,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2002,Both sexes,93.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2012,Both sexes,99.65,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2013,Both sexes,98.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Both sexes,99.55,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Both sexes,99.41,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,1999,Female,95.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,1999,Male,96.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,1999,Both sexes,95.88,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2008,Female,95.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2008,Male,95.95,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2008,Both sexes,95.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2000,Female,97.56,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2000,Male,96.77,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2000,Both sexes,97.15,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2005,Female,97.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2005,Male,98.39,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2005,Both sexes,98.16,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2007,Female,97.6,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2007,Male,97.08,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2007,Both sexes,97.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2009,Female,95.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2009,Male,97.26,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2009,Both sexes,96.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2001,Female,98.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2001,Male,97.78,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2001,Both sexes,98.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2004,Both sexes,99.5,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2006,Female,97.6,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2006,Male,98.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2006,Both sexes,97.82,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,1997,Female,93.22,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,1997,Male,93.93,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,1997,Both sexes,93.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2002,Female,98.63,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2002,Male,98.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2002,Both sexes,98.34,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2015,Female,96.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2015,Male,96.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2015,Both sexes,96.49,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2016,Female,98.92,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2016,Male,97.61,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,462,Maldives,2016,Both sexes,98.25,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,1999,Female,57.47,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,1999,Male,74.97,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,1999,Both sexes,66.39,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2003,Female,74.62,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2003,Male,86.01,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2003,Both sexes,80.46,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2000,Female,64.62,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2000,Male,80.43,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2000,Both sexes,72.68,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2004,Female,75.49,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2004,Male,86.5,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2004,Both sexes,81.15,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2011,Female,97.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2011,Male,99.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2011,Both sexes,98.45,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2012,Both sexes,99.59,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2014,Female,93.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2014,Male,94.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2014,Both sexes,94.33,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2015,Female,96,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2015,Male,97.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2015,Both sexes,96.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2016,Female,96.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2016,Male,97.14,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2016,Both sexes,96.77,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2017,Female,93.42,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:03,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2017,Male,96.19,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:17,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,524,Nepal,2017,Both sexes,94.84,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:32,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Southern Asia,586,Pakistan,2003,Female,50.97,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
